0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.575204114069248540e-01,-7.361278222772323909e-01,5.268319339099274412e-01,1.831725409963761708e-01,-4.016617784552785619e-01,2.170309510910902739e-01,1.000000000000000000e+00
5.089664037797236862e-01,4.784202705556447888e-01,-8.758065614900167883e-02,2.788609468013903969e-01,2.618170360839993660e-01,-6.680942940407094133e-01,1.000000000000000000e+00
1.930995401419101642e-01,-2.921280663459436266e-01,-4.608640383787041689e-02,4.031368074552280079e-02,1.699604710483619829e-01,-5.238893088992920832e-01,1.000000000000000000e+00
-7.656434400602037949e-01,-7.961285631689662967e-01,-4.718866807790029760e-01,-5.048752073029254550e-01,2.459575055476962424e-01,8.719897388989042986e-01,1.000000000000000000e+00
9.449084247499275335e-01,-1.035028871544584117e+00,2.303683737361829909e-01,-1.257342316507316371e-01,-1.626369431180497149e-01,3.101223711746994849e-01,1.000000000000000000e+00
-7.815095552892616926e-01,5.246379443206463655e-01,-8.366997874679794611e-01,-3.640958657353033368e-01,-3.251828154163937112e-01,2.661312296306137526e-01,1.000000000000000000e+00
-1.236976937596260262e-01,1.123035951373788227e-01,-2.273705033621349902e-01,3.794962354553312323e-01,6.647415189722807316e-01,5.844945792775676496e-01,1.000000000000000000e+00
-1.652627560313866262e+00,3.079801345476938512e-01,7.399573633340397194e-01,-2.623446056059640652e-01,1.460900687369989515e-01,-6.536269006268421444e-01,1.000000000000000000e+00
-2.924004059837793101e-01,-3.789813440201523220e-01,-3.907660976123228380e-01,1.003555200315261464e-01,6.022594587502210217e-01,-1.043036108193113043e-01,1.000000000000000000e+00
-3.224021830017472223e-01,-4.724392900876324686e-01,-2.931587741707804007e-01,2.391758871124972652e-01,-5.580523984844720786e-01,-4.288277449904238647e-01,1.000000000000000000e+00
-7.872402678109692298e-01,-7.048411835056958008e-01,2.752486157179808712e-01,-1.919327133204238589e-01,-2.248835303009979469e-01,-4.925287090686924357e-02,1.000000000000000000e+00
