0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.025281066788521045e-01,-1.524897245307355931e+00,8.599780985601281902e-01,-2.447388566936537224e-01,-8.356231456875735653e-01,4.430410572940648994e-01,1.000000000000000000e+00
3.346855287574098115e-01,7.453606785566786741e-02,1.395138546985881023e+00,-1.437604882065675882e-01,-5.770063559574290651e-02,-4.170562104891996358e-02,0.000000000000000000e+00
-8.160586657534334432e-01,-2.614440920125022938e-01,6.332592209620994950e-02,1.024435906746661018e-01,-2.934194946441063268e-01,-2.330645303599030993e-01,1.000000000000000000e+00
8.885674166453488843e-02,-1.670473562877647367e-02,5.998741850077459192e-01,-2.455408939154515024e-01,5.040678794797913941e-03,1.923323364509910705e-01,1.000000000000000000e+00
-7.490201234554786369e-01,4.305506720800322817e-01,1.205830605413168444e-01,1.127278460044239372e+00,-6.049050305019360030e-01,-1.031426057044914524e+00,1.000000000000000000e+00
1.567496761615282397e-01,6.834237815431613017e-01,7.722969999516124950e-01,-1.090142640948829345e-01,3.829653310524984144e-01,-6.688236792502205708e-01,1.000000000000000000e+00
1.952547557281297530e-01,-1.901413606348557328e-01,4.804515191166056631e-01,2.732866878763842711e-02,-1.129220000427778592e+00,-9.564223873139066079e-01,1.000000000000000000e+00
-1.474506866100727676e-01,-2.473567191238495999e-02,5.449782420205235844e-01,-4.693737354252723870e-01,-1.918987086094904246e-02,-2.859075871419111334e-03,1.000000000000000000e+00
-7.155955017057946677e-01,5.146691298238000867e-01,7.272519391658798238e-01,3.014408956502822590e-01,2.449988151194209748e-02,1.064033426484343459e-01,1.000000000000000000e+00
5.601537019563064268e-01,-2.381948197255747968e-01,4.398998496742867470e-01,1.152957714376030562e+00,-7.309443375645853225e-01,-1.075685328741008417e-01,1.000000000000000000e+00
9.712019612748307162e-02,4.915146857833723182e-01,2.521484490108069632e-02,7.568090239981334344e-01,-7.829768557630529813e-01,1.800501050269810999e-01,1.000000000000000000e+00
